Mother,Daughter,Nvertex,Intermediate,Signatures,Chain,Signatures (Easy-Read),All Possible Signature,Minimal Set,Minimal Set (number of elements),Minimal Set (same flavour)
B,W^+,2,H^+,vv,B -- (v) -- H^+ -- (v) -- W^+, 2v,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,H^0,vv,B -- (v) -- H^0 -- (v) -- W^+, 2v,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,q,jj,B -- (j) -- q -- (j) -- W^+, 2j_l,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,l,lX,B -- (l) -- l -- (X) -- W^+, 1l + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,nu,lX,B -- (X) -- nu -- (l) -- W^+, 1l + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,b_L,tb,B -- (b) -- b_L -- (t) -- W^+, 1t + 1b,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,t_L,tb,B -- (t) -- t_L -- (b) -- W^+, 1t + 1b,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,tau_L,TX,B -- (T) -- tau_L -- (X) -- W^+, 1tau + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^+,2,nu_tau,TX,B -- (X) -- nu_tau -- (T) -- W^+, 1tau + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
B,W^0,2,H^+,vv,B -- (v) -- H^+ -- (v) -- W^0, 2v,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,H^0,vv,B -- (v) -- H^0 -- (v) -- W^0, 2v,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,q,jj,B -- (j) -- q -- (j) -- W^0, 2j_l,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,l,ll,B -- (l) -- l -- (l) -- W^0, 2l,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,nu,X,B -- (X) -- nu -- (X) -- W^0, MET,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,b_L,bb,B -- (b) -- b_L -- (b) -- W^0, 2b,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,t_L,tt,B -- (t) -- t_L -- (t) -- W^0, 2t,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,tau_L,TT,B -- (T) -- tau_L -- (T) -- W^0, 2tau,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,W^0,2,nu_tau,X,B -- (X) -- nu_tau -- (X) -- W^0, MET,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
B,G,2,q,jj,B -- (j) -- q -- (j) -- G, 2j_l,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
B,G,2,d,jj,B -- (j) -- d -- (j) -- G, 2j_l,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
B,G,2,u,jj,B -- (j) -- u -- (j) -- G, 2j_l,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
B,G,2,b_L,bb,B -- (b) -- b_L -- (b) -- G, 2b,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
B,G,2,t_L,tt,B -- (t) -- t_L -- (t) -- G, 2t,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
B,G,2,t,tt,B -- (t) -- t -- (t) -- G, 2t,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
B,G,2,b,bb,B -- (b) -- b -- (b) -- G, 2b,"{'jj', 'tt', 'bb'}","['jj', 'tt', 'bb']","[1, 1, 1]",['(JJ)']
B,H^+,1,-,v,B -- (v) -- H^+, 1v,{'v'},['v'],[1],['v']
B,H^0,1,-,v,B -- (v) -- H^0, 1v,{'v'},['v'],[1],['v']
B,q,1,-,j,B -- (j) -- q, 1j_l,{'j'},['j'],[1],['j']
B,d,1,-,j,B -- (j) -- d, 1j_l,{'j'},['j'],[1],['j']
B,u,1,-,j,B -- (j) -- u, 1j_l,{'j'},['j'],[1],['j']
B,l,1,-,l,B -- (l) -- l, 1l,{'l'},['l'],[1],['l']
B,nu,1,-,X,B -- (X) -- nu, MET,{'X'},['X'],[1],['X']
B,e,1,-,l,B -- (l) -- e, 1l,{'l'},['l'],[1],['l']
B,b_L,1,-,b,B -- (b) -- b_L, 1b,{'b'},['b'],[1],['b']
B,t_L,1,-,t,B -- (t) -- t_L, 1t,{'t'},['t'],[1],['t']
B,t,1,-,t,B -- (t) -- t, 1t,{'t'},['t'],[1],['t']
B,b,1,-,b,B -- (b) -- b, 1b,{'b'},['b'],[1],['b']
B,tau_L,1,-,T,B -- (T) -- tau_L, 1tau,{'T'},['T'],[1],['T']
B,nu_tau,1,-,X,B -- (X) -- nu_tau, MET,{'X'},['X'],[1],['X']
B,tau,1,-,T,B -- (T) -- tau, 1tau,{'T'},['T'],[1],['T']
W^+,B,2,H^+,vv,W^+ -- (v) -- H^+ -- (v) -- B, 2v,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,H^0,vv,W^+ -- (v) -- H^0 -- (v) -- B, 2v,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,q,jj,W^+ -- (j) -- q -- (j) -- B, 2j_l,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,l,lX,W^+ -- (X) -- l -- (l) -- B, 1l + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,nu,lX,W^+ -- (l) -- nu -- (X) -- B, 1l + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,b_L,tb,W^+ -- (t) -- b_L -- (b) -- B, 1t + 1b,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,t_L,tb,W^+ -- (b) -- t_L -- (t) -- B, 1t + 1b,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,tau_L,TX,W^+ -- (X) -- tau_L -- (T) -- B, 1tau + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,B,2,nu_tau,TX,W^+ -- (T) -- nu_tau -- (X) -- B, 1tau + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,H^+,vv,W^+ -- (v) -- H^+ -- (v) -- W^0, 2v,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,H^0,vv,W^+ -- (v) -- H^0 -- (v) -- W^0, 2v,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,q,jj,W^+ -- (j) -- q -- (j) -- W^0, 2j_l,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,l,lX,W^+ -- (X) -- l -- (l) -- W^0, 1l + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,nu,lX,W^+ -- (l) -- nu -- (X) -- W^0, 1l + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,b_L,tb,W^+ -- (t) -- b_L -- (b) -- W^0, 1t + 1b,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,t_L,tb,W^+ -- (b) -- t_L -- (t) -- W^0, 1t + 1b,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,tau_L,TX,W^+ -- (X) -- tau_L -- (T) -- W^0, 1tau + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,W^0,2,nu_tau,TX,W^+ -- (T) -- nu_tau -- (X) -- W^0, 1tau + MET,"{'vv', 'jj', 'lX', 'TX', 'tb'}","['jj', 'tb', 'vv', 'LX']","[1, 1, 1, 2]","['jj', 'tb', 'vv', 'LX']"
W^+,G,2,q,jj,W^+ -- (j) -- q -- (j) -- G, 2j_l,"{'jj', 'tb'}","['jj', 'tb']","[1, 1]","['jj', 'tb']"
W^+,G,2,b_L,tb,W^+ -- (t) -- b_L -- (b) -- G, 1t + 1b,"{'jj', 'tb'}","['jj', 'tb']","[1, 1]","['jj', 'tb']"
W^+,G,2,t_L,tb,W^+ -- (b) -- t_L -- (t) -- G, 1t + 1b,"{'jj', 'tb'}","['jj', 'tb']","[1, 1]","['jj', 'tb']"
W^+,H^+,1,-,v,W^+ -- (v) -- H^+, 1v,{'v'},['v'],[1],['v']
W^+,H^0,1,-,v,W^+ -- (v) -- H^0, 1v,{'v'},['v'],[1],['v']
W^+,q,1,-,j,W^+ -- (j) -- q, 1j_l,{'j'},['j'],[1],['j']
W^+,d,3,H^+ B,vvj,W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- d, 1j_l + 2v,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,H^0 B,vvj,W^+ -- (v) -- H^0 -- (v) -- B -- (j) -- d, 1j_l + 2v,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,q B,jjj,W^+ -- (j) -- q -- (j) -- B -- (j) -- d, 3j_l,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,q G,jjj,W^+ -- (j) -- q -- (j) -- G -- (j) -- d, 3j_l,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,l B,jlX,W^+ -- (X) -- l -- (l) -- B -- (j) -- d, 1j_l + 1l + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,nu B,jlX,W^+ -- (l) -- nu -- (X) -- B -- (j) -- d, 1j_l + 1l + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,b_L B,tbj,W^+ -- (t) -- b_L -- (b) -- B -- (j) -- d, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,b_L G,tbj,W^+ -- (t) -- b_L -- (b) -- G -- (j) -- d, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,t_L B,tbj,W^+ -- (b) -- t_L -- (t) -- B -- (j) -- d, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,t_L G,tbj,W^+ -- (b) -- t_L -- (t) -- G -- (j) -- d, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,tau_L B,jTX,W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- d, 1j_l + 1tau + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,d,3,nu_tau B,jTX,W^+ -- (T) -- nu_tau -- (X) -- B -- (j) -- d, 1j_l + 1tau + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,H^+ B,vvj,W^+ -- (v) -- H^+ -- (v) -- B -- (j) -- u, 1j_l + 2v,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,H^0 B,vvj,W^+ -- (v) -- H^0 -- (v) -- B -- (j) -- u, 1j_l + 2v,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,q B,jjj,W^+ -- (j) -- q -- (j) -- B -- (j) -- u, 3j_l,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,q G,jjj,W^+ -- (j) -- q -- (j) -- G -- (j) -- u, 3j_l,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,l B,jlX,W^+ -- (X) -- l -- (l) -- B -- (j) -- u, 1j_l + 1l + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,nu B,jlX,W^+ -- (l) -- nu -- (X) -- B -- (j) -- u, 1j_l + 1l + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,b_L B,tbj,W^+ -- (t) -- b_L -- (b) -- B -- (j) -- u, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,b_L G,tbj,W^+ -- (t) -- b_L -- (b) -- G -- (j) -- u, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,t_L B,tbj,W^+ -- (b) -- t_L -- (t) -- B -- (j) -- u, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,t_L G,tbj,W^+ -- (b) -- t_L -- (t) -- G -- (j) -- u, 1j_l + 1t + 1b,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,tau_L B,jTX,W^+ -- (X) -- tau_L -- (T) -- B -- (j) -- u, 1j_l + 1tau + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,u,3,nu_tau B,jTX,W^+ -- (T) -- nu_tau -- (X) -- B -- (j) -- u, 1j_l + 1tau + MET,"{'jTX', 'tbj', 'jlX', 'jjj', 'vvj'}","['jLX', 'tbj', 'jjj', 'vvj']","[2, 1, 1, 1]","['jLX', 'tbj', 'jjj', 'vvj']"
W^+,l,1,-,X,W^+ -- (X) -- l, MET,{'X'},['X'],[1],['X']
W^+,nu,1,-,l,W^+ -- (l) -- nu, 1l,{'l'},['l'],[1],['l']
W^+,e,3,H^+ B,vvl,W^+ -- (v) -- H^+ -- (v) -- B -- (l) -- e, 1l + 2v,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,H^0 B,vvl,W^+ -- (v) -- H^0 -- (v) -- B -- (l) -- e, 1l + 2v,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,q B,jjl,W^+ -- (j) -- q -- (j) -- B -- (l) -- e, 2j_l + 1l,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,l B,llX,W^+ -- (X) -- l -- (l) -- B -- (l) -- e, 2l + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,nu B,llX,W^+ -- (l) -- nu -- (X) -- B -- (l) -- e, 2l + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,b_L B,tbl,W^+ -- (t) -- b_L -- (b) -- B -- (l) -- e, 1t + 1b + 1l,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,t_L B,tbl,W^+ -- (b) -- t_L -- (t) -- B -- (l) -- e, 1t + 1b + 1l,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,tau_L B,TlX,W^+ -- (X) -- tau_L -- (T) -- B -- (l) -- e, 1l + 1tau + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,e,3,nu_tau B,TlX,W^+ -- (T) -- nu_tau -- (X) -- B -- (l) -- e, 1l + 1tau + MET,"{'vvl', 'llX', 'TlX', 'tbl', 'jjl'}","['LlX', 'tbl', 'jjl', 'vvl']","[2, 1, 1, 1]","['LlX', 'tbl', 'jjl', 'vvl']"
W^+,b_L,1,-,t,W^+ -- (t) -- b_L, 1t,{'t'},['t'],[1],['t']
W^+,t_L,1,-,b,W^+ -- (b) -- t_L, 1b,{'b'},['b'],[1],['b']
W^+,t,2,H^+,vb,W^+ -- (v) -- H^+ -- (b) -- t, 1b + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
W^+,t,2,H^0,vt,W^+ -- (v) -- H^0 -- (t) -- t, 1t + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
W^+,b,2,H^+,vt,W^+ -- (v) -- H^+ -- (t) -- b, 1t + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
W^+,b,2,H^0,vb,W^+ -- (v) -- H^0 -- (b) -- b, 1b + 1v,"{'vt', 'vb'}",['v3'],[2],['v3']
W^+,tau_L,1,-,X,W^+ -- (X) -- tau_L, MET,{'X'},['X'],[1],['X']
W^+,nu_tau,1,-,T,W^+ -- (T) -- nu_tau, 1tau,{'T'},['T'],[1],['T']
W^+,tau,3,H^+ B,vvT,W^+ -- (v) -- H^+ -- (v) -- B -- (T) -- tau, 1tau + 2v,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,H^0 B,vvT,W^+ -- (v) -- H^0 -- (v) -- B -- (T) -- tau, 1tau + 2v,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,q B,jjT,W^+ -- (j) -- q -- (j) -- B -- (T) -- tau, 2j_l + 1tau,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,l B,TlX,W^+ -- (X) -- l -- (l) -- B -- (T) -- tau, 1l + 1tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,nu B,TlX,W^+ -- (l) -- nu -- (X) -- B -- (T) -- tau, 1l + 1tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,b_L B,tbT,W^+ -- (t) -- b_L -- (b) -- B -- (T) -- tau, 1t + 1b + 1tau,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,t_L B,tbT,W^+ -- (b) -- t_L -- (t) -- B -- (T) -- tau, 1t + 1b + 1tau,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,tau_L B,TTX,W^+ -- (X) -- tau_L -- (T) -- B -- (T) -- tau, 2tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^+,tau,3,nu_tau B,TTX,W^+ -- (T) -- nu_tau -- (X) -- B -- (T) -- tau, 2tau + MET,"{'vvT', 'TTX', 'jjT', 'TlX', 'tbT'}","['LTX', 'jjT', 'tbT', 'vvT']","[2, 1, 1, 1]","['LTX', 'jjT', 'tbT', 'vvT']"
W^0,B,2,H^+,vv,W^0 -- (v) -- H^+ -- (v) -- B, 2v,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
W^0,B,2,H^0,vv,W^0 -- (v) -- H^0 -- (v) -- B, 2v,"{'ll', 'TT', 'vv', 'jj', 'X', 'tt', 'bb'}","['jj', 'tt', 'bb', 'll', 'TT', 'X', 'vv']","[1, 1, 1, 1, 1, 1, 1]","['(JJ)', '(LL)', 'X', 'vv']"
